,Utterance_ID,Speaker,Utterance,Emotion,Dialogue_ID
2,3,Joey,"Yeah, it's just a temporary setback. We'll be back to normal in no time.",neutral,1570
3,4,Rachel,I just feel like I'm losing a part of myself.,sadness,1570
4,5,Phoebe,"I understand. But we'll make new memories in our new place, and it'll become home before you know it.",joy,1570
5,6,Joey,And we can still have all the fun we used to have!,joy,1570
6,7,Rachel,You're right. I just need to stay positive.,neutral,1570
7,8,Phoebe,That's the spirit! Now let's get packing.,neutral,1570
0,1,Lydia,I can't believe they lost again. I really thought they had a chance this time.,sadness,1571
1,2,Guy,"I know, it's frustrating to see them struggle like this.",sadness,1571
2,3,Lydia,It's just hard to keep supporting them when they keep letting us down.,sadness,1571
3,4,Guy,"I understand, but they need our support now more than ever.",neutral,1571
4,5,Lydia,I guess you're right. I just wish they would win for once.,sadness,1571
5,6,Guy,"Me too, but we can't give up on them now.",neutral,1571
0,1,Woman,Chandler.,neutral,1572
1,2,Chandler,"Mrs. Tedlock. You're looking lovely today. And may I say, that is a, ",neutral,1572
2,3,Mrs. Tedlock,"Yes. Well, Mr. Kostelick wants you to stop by his office at the end of the day.",neutral,1572
3,4,Chandler,"Oh, listen.",neutral,1572
4,5,Chandler,"If this is about those prank memos, I had nothing to do with them.",neutral,1572
5,6,Chandler,Really.,joy,1572
6,7,Chandler,Nothing at all.,neutral,1572
7,8,Chandler,Really.,joy,1572
8,9,Chandler,Nothing.,neutral,1572
0,1,Rachel,I can't believe they canceled the fire station open house.,sadness,1573
1,2,Phoebe,"I know, I was really looking forward to it.",sadness,1573
2,3,Monica,Maybe they'll reschedule it soon.,neutral,1573
3,4,Fireman No. 3,We had to cancel because we've been getting a lot of emergency calls lately.,neutral,1573
4,5,Rachel,That's so sad. I hope everything is okay.,sadness,1573
5,6,Phoebe,"Yeah, it's been a tough time for everyone.",sadness,1573
6,7,Monica,We appreciate all the hard work you guys do.,neutral,1573
7,8,Fireman No. 3,"Thank you, it means a lot.",neutral,1573
8,9,Phoebe,We'll have our own little open house when things calm down.,joy,1573
0,1,Joey,I can't believe it's over. I didn't want it to end.,sadness,1574
1,2,Monica,"We all feel that way, Joey. But we have to move forward.",sadness,1574
2,3,Chandler,"It's okay to feel sad about it, but we can't dwell on it.",neutral,1574
3,4,Phoebe,Is there anything we can do to help you feel better?,neutral,1574
4,5,Joey,I don't think so. I just need some time to myself.,sadness,1574
5,6,Rachel,We understand. Take all the time you need.,neutral,1574
6,7,Joey,What's that? A letter?,surprise,1574
7,8,Monica,"Yes, it's from them.",neutral,1574
8,9,Joey,I'm not sure if I want to read it.,sadness,1574
9,10,Joey,It'll just make me miss them more.,sadness,1574
10,11,Joey,Why did they have to leave?,sadness,1574
11,12,Joey,I'm not ready to say goodbye.,sadness,1574
0,1,Rachel,I can't believe it's really over.,sadness,1575
1,2,Mark,"I know, it's hard to accept.",sadness,1575
2,3,Rachel,We were together for so long.,sadness,1575
3,4,Mark,But you know what? I'm here for you.,neutral,1575
4,5,Rachel,"Thanks, Mark. That means a lot.",neutral,1575
5,6,Gunther,Would you like me to refill your coffee?,neutral,1575
6,7,Rachel,"No, thank you. I think I need some fresh air.",sadness,1575
7,8,Mark,I'll come with you.,neutral,1575
8,9,Rachel,Okay.,sadness,1575
9,10,Gunther,I'll clean up the table.,neutral,1575
0,1,Joey,"Hey, what's wrong?",neutral,1576
1,2,Chandler,We just found out our favorite coffee shop is closing down.,sadness,1576
2,3,Monica,"Yeah, it's really sad. We've been going there for years.",sadness,1576
3,4,Joey,"Oh no, that's terrible!",sadness,1576
4,5,Chandler,We were just trying to distract ourselves with this crossword puzzle.,neutral,1576
5,6,Monica,But it's not really working.,sadness,1576
6,7,Joey,"Well, I'm here for you guys. We'll find a new place to go.",neutral,1576
7,8,Chandler,"Thanks, Joey. That means a lot.",neutral,1576
8,9,Monica,We should all try to get some sleep. Tomorrow's a new day.,neutral,1576
9,10,Joey,"Yeah, see you in the morning.",neutral,1576
0,1,Rachel,Do you ever think about the things we'll miss out on after we get married?,sadness,1577
1,2,Ross,Like what?,neutral,1577
2,3,Rachel,"Well, like the excitement of a first kiss with someone new.",sadness,1577
3,4,Ross,I hadn't thought about that.,neutral,1577
4,5,Rachel,"It's just... I love you so much, but I can't help but feel a little sad about all the experiences I'll never have.",sadness,1577
5,6,Ross,I understand. But we'll create new experiences together.,neutral,1577
6,7,Rachel,I know. It's just a lot to think about sometimes.,sadness,1577
7,8,Ross,We don't have to rush into anything.,neutral,1577
8,9,Rachel,"No, I want to marry you. It's just... a big change.",sadness,1577
9,10,Ross,I know. But we'll face it together.,neutral,1577
0,1,Monica,"Hey, how are you doing?",neutral,1578
1,2,Chandler,"Not too good, I recently lost my job.",sadness,1578
2,3,Monica,Oh no! That's terrible. Is there anything I can do to help?,sadness,1578
3,4,Chandler,"Thanks for the offer, but I'll manage. I'm trying to stay positive.",sadness,1578
4,5,Monica,That's a good attitude to have. Let me know if you need anything.,neutral,1578
0,1,Phoebe,I can't believe he's really gone.,sadness,1579
1,2,Rachel,"I know, it's so hard to accept.",sadness,1579
2,3,Joey,I miss him so much.,sadness,1579
3,4,Ross,We'll always remember him.,sadness,1579
4,5,Phoebe,I can't help but feel empty without him.,sadness,1579
5,6,Rachel,We'll get through this together.,neutral,1579
6,7,Joey,I wish I could've said goodbye.,sadness,1579
7,8,Ross,At least we have each other.,neutral,1579
8,9,Phoebe,I just don't know how to move on.,sadness,1579
9,10,Rachel,"We'll find a way, one day at a time.",neutral,1579
10,11,Joey,I never thought I'd feel this pain.,sadness,1579
11,12,Ross,It's okay to take our time to heal.,neutral,1579
0,1,Chandler,"Hey, do you remember that place we used to go for mozzarella sticks and jalapeno poppers?",sadness,1580
1,2,Chandler,I heard they closed down recently.,sadness,1580
2,3,Chandler,"Those were some good times, huh?",sadness,1580
3,4,Chandler,I can't believe they're gone.,sadness,1580
4,5,Chandler,I wish we could go back to those days.,sadness,1580
5,6,Chandler,"But things change, I guess.",sadness,1580
0,1,Monica,I can't believe it's been a year since dad passed away.,sadness,1581
1,2,Chandler,"I know, it feels like yesterday we were all together.",sadness,1581
2,3,Monica,I miss him so much. He would've been so happy to see me getting married.,sadness,1581
3,4,Chandler,"He is happy, M. He's watching over you and will be with you on your special day.",neutral,1581
0,1,Monica,I can't believe we're all moving away from each other.,sadness,1582
1,2,Rachel,"I know, it's like the end of an era.",sadness,1582
2,3,Phoebe,"We'll always be friends, no matter where we are.",neutral,1582
3,4,Ross,It's not easy saying goodbye to this place.,sadness,1582
4,5,Rachel,Remember all the good times we've had here?,neutral,1582
5,6,Monica,And the bad times too. We've been through a lot together.,sadness,1582
6,7,Phoebe,But we always had each other's backs.,joy,1582
7,8,Ross,That's what made it all worthwhile.,neutral,1582
8,9,Rachel,We'll make new memories wherever we go.,neutral,1582
9,10,Monica,But it won't be the same without all of us together.,sadness,1582
10,11,Phoebe,We'll visit each other all the time!,joy,1582
11,12,Ross,And we'll always have Central Perk.,neutral,1582
12,13,Rachel,"That's true. No matter what, we'll always have our little group.",neutral,1582
13,14,Monica,I just don't want to forget any of it.,sadness,1582
14,15,Phoebe,You won't. We'll remind each other.,neutral,1582
15,16,Ross,"And who knows, maybe we'll all end up back here someday.",neutral,1582
16,17,Rachel,I hope so. I can't imagine my life without you guys.,sadness,1582
17,18,Monica,Me neither.,sadness,1582
18,19,Phoebe,Group hug?,neutral,1582
19,20,Monica,Definitely.,neutral,1582
20,21,Rachel,Bring it in.,neutral,1582
21,22,Ross,Together?,neutral,1582
22,23,Monica,Always.,neutral,1582
23,24,Rachel,Best friends forever.,neutral,1582
24,25,Phoebe,No matter where life takes us.,neutral,1582
25,26,Ross,We'll be there for each other.,neutral,1582
26,27,Monica,That's a promise.,neutral,1582
27,28,Rachel,And we'll never forget this place.,neutral,1582
28,29,Phoebe,Our home away from home.,neutral,1582
29,30,Ross,The one where they all grew up.,neutral,1582
0,1,Joey,I can't believe it's really over.,sadness,1583
1,2,Rachel,"I know, it's hard to accept.",sadness,1583
2,3,Joey,I just miss them so much.,sadness,1583
3,4,Rachel,"I do too, but we have to stay strong.",sadness,1583
4,5,Joey,"You're right, we have to keep moving forward.",neutral,1583
5,6,Rachel,"It won't be easy, but we'll get through it together.",sadness,1583
0,1,Emily,I can't believe they canceled our reservation.,sadness,1584
1,2,Jack,"I know, it's so disappointing. We've been looking forward to this dinner for weeks.",sadness,1584
2,3,Emily,Now what are we going to do?,sadness,1584
3,4,Jack,Let's try to find another restaurant nearby. I'm sure we can find something.,neutral,1584
4,5,Emily,I just can't believe this is happening. It's like everything is falling apart.,sadness,1584
5,6,Jack,"Hey, don't be so sad. We'll figure something out, okay?",neutral,1584
6,7,Emily,I just feel like crying. This was supposed to be our special night.,sadness,1584
7,8,Jack,"It still can be. Let's just find another place, okay? I promise it will be great.",neutral,1584
8,9,Emily,"Okay, let's try.",sadness,1584
9,10,Jack,That's the spirit. Let's go find a new adventure!,neutral,1584
0,1,Monica,Do you remember me?,sadness,1585
1,2,Steve,"Monica? Oh my god, it's been years.",surprise,1585
2,3,Monica,"Yeah, it's been a long time.",sadness,1585
3,4,Steve,I heard about your dad. I'm so sorry.,sadness,1585
4,5,Monica,"Thanks, Steve. It's been tough.",sadness,1585
5,6,Steve,I can imagine. I lost my mom last year.,sadness,1585
6,7,Monica,"Oh, Steve. I had no idea.",sadness,1585
7,8,Steve,"Yeah, it's been a difficult time.",sadness,1585
8,9,Monica,We should catch up more. It might be nice to share our grief.,sadness,1585
9,10,Steve,I think that's a great idea.,neutral,1585
0,1,Monica,I can't believe he's really gone. I'll never see him again.,sadness,1586
1,2,Joey,"I know, it's hard to accept. But we'll always have the memories.",sadness,1586
2,3,Rachel,I still can't believe it. He was such a big part of our lives.,sadness,1586
3,4,Phoebe,"I know it hurts now, but time will help us heal.",neutral,1586
4,5,Ross,I miss him too. But I'm glad we're all here to support each other.,sadness,1586
5,6,Janice,He was a special person. We were lucky to have him in our lives.,sadness,1586
0,1,Rachel,Oh that’s five Ross. Five women have had five babies! And I have had no babies! Why doesn’t she want to come out?,sadness,1587
1,2,Ross,Y’know what I think it is?,neutral,1587
2,3,Ross,I think you’ve made such a nice home for her over the last nine months that she just doesn’t want to leave.,neutral,1587
3,4,Rachel,Oh. Look at you making up crap for me. Oh God!,sadness,1587
4,5,Dr. Long,"Twenty-one hours, you’re a hero.",neutral,1587
5,6,Rachel,Doctor you gotta do something! I think you gotta give me drugs or you gotta light a fire up in there and just smoke it out.,sadness,1587
6,7,Dr. Long,"Actually, I think you’re ready to go to the delivery room.",neutral,1587
7,8,Rachel,What?,surprise,1587
8,9,Dr. Long,"Ten centimeters, you’re about to become a mom.",neutral,1587
9,10,Rachel,My God. Okay.  Ha-ha-ha beat ya! Sucker!,surprise,1587
0,1,Emily,"Hey, did you hear about Sarah?",sadness,1588
1,2,Alex,"No, what happened?",neutral,1588
2,3,Emily,She lost her job last week.,sadness,1588
3,4,Alex,"Oh no, that's terrible.",sadness,1588
4,5,Emily,"Yeah, she's really struggling right now.",sadness,1588
5,6,Alex,I can imagine. Is there anything we can do to help her?,sadness,1588
6,7,Emily,I think just being there for her and offering support would mean a lot.,neutral,1588
7,8,Alex,Of course. Let's reach out to her and see how she's doing.,neutral,1588
8,9,Emily,I'm worried about her. She's been going through a lot lately.,sadness,1588
9,10,Alex,"I know, but we'll do our best to help her through this tough time.",neutral,1588
0,1,Monica,"Hey, Rach, how was work today?",neutral,1589
1,2,Rachel,It was tough. I received a letter from my old neighbor.,sadness,1589
2,3,Monica,"Oh no, what happened?",sadness,1589
3,4,Rachel,She passed away last week. We used to be so close.,sadness,1589
4,5,Monica,"I'm so sorry for your loss, Rach.",sadness,1589
5,6,Rachel,"Thanks, Monica. Life is so unpredictable.",sadness,1589
6,7,Monica,"Indeed, it is. But we must cherish the moments we have.",neutral,1589
0,1,Jack,I can't believe he's really gone.,sadness,1590
1,2,Emily,"I know, it doesn't feel real.",sadness,1590
2,3,Jack,We used to have so much fun together. I miss him so much.,sadness,1590
3,4,Emily,I miss him too. He was always there for me when I needed him.,sadness,1590
4,5,Jack,I wish I had told him how much I appreciated him before he passed.,sadness,1590
5,6,Emily,I feel the same way. But I know he knew how much we cared about him.,sadness,1590
0,1,Rachel,"Hey, what's wrong?",sadness,1591
1,2,Ross,I just feel like things are falling apart.,sadness,1591
2,3,Rachel,What do you mean?,sadness,1591
3,4,Ross,"I don't know, I just miss how things used to be.",sadness,1591
4,5,Rachel,You mean before I started my new job?,sadness,1591
